Table,,,,
Marks ,GP,Grade,,
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.40,Twenty seven  point four
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.41,Twenty seven  point four one
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.42,Twenty seven  point four two
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.43,Twenty seven  point four three
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.44,Twenty seven  point four four
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.45,Twenty seven  point four five
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.46,Twenty seven  point four six
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.47,Twenty seven  point four seven
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.48,Twenty seven  point four eight
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.49,Twenty seven  point four nine
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.50,Twenty seven  point five
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.51,Twenty seven  point five one
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.52,Twenty seven  point five two
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.53,Twenty seven  point five three
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.54,Twenty seven  point five four
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.55,Twenty seven  point five five
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.56,Twenty seven  point five six
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.57,Twenty seven  point five seven
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.58,Twenty seven  point five eight
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.59,Twenty seven  point five nine
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.60,Twenty seven  point six
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.61,Twenty seven  point six one
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.62,Twenty seven  point six two
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.63,Twenty seven  point six three
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.64,Twenty seven  point six four
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.65,Twenty seven  point six five
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.66,Twenty seven  point six six
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.67,Twenty seven  point six seven
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.68,Twenty seven  point six eight
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.69,Twenty seven  point six nine
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.70,Twenty seven  point seven
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.71,Twenty seven  point seven one
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.72,Twenty seven  point seven two
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.73,Twenty seven  point seven three
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.74,Twenty seven  point seven four
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.75,Twenty seven  point seven five
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.76,Twenty seven  point seven six
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.77,Twenty seven  point seven seven
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.78,Twenty seven  point seven eight
,,,27.79,Twenty seven  point seven nine
,,,27.79,Twenty seven  point seven nine
,,,27.79,Twenty seven  point seven nine
,,,27.79,Twenty seven  point seven nine
,,,27.79,Twenty seven  point seven nine
,,,27.79,Twenty seven  point seven nine
